Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2009,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,3000
2009,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2009,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,1300
2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,700
2009,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,700
2009,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,800
2009,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2100
2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,300
2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,700
2009,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,8600
2009,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,2500
2009,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1800
2009,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,6300
2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,200
2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1900
2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,2500
2009,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,0
2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,700
2009,All codes,All deaths,All deaths,Number of observed deaths,Female,232875
2009,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,126326
2009,C00-D48,All cancers,All cancers,Number of observed deaths,Female,61692
2009,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,33276
2009,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,76355
2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,12209
2009,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,12105
2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,625
2009,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,107
2009,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2015
2009,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,729
2009,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1365
2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1208
2009,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1467
2009,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3433
2009,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,4518
2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,992
2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,429
2009,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,9819
2009,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,14618
2009,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,13807
2009,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,28540
2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1494
2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,24816
2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,2702
2009,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,252
2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,1285
2009,All codes,All deaths,All deaths,Attributable number,Female,32600
2009,C00-D48,All cancers,All cancers,Attributable number,Female,13600
2009,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,10300
2009,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,8100
2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,600
2009,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,9100
2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300
2009,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100
2009,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1300
2009,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100
2009,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400
2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100
2009,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200
2009,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,900
2009,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1000
2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100
2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,400
2009,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,7700
2009,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,2300
2009,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500
2009,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3200
2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,300
2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1400
2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1600
2009,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,0
2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,600
2008,All codes,All deaths,All deaths,Number of observed deaths,,464315
2008,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,,267551
2008,C00-D48,All cancers,All cancers,Number of observed deaths,,130785
2008,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,,66875
2008,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,,156100
2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,,23820
2008,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,,28207
2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,,1663
2008,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,,674
2008,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,,6114
2008,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,,709
2008,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,,4182
2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,,3098
2008,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,,4204
2008,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,,6499
2008,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,,8853
2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,,2135
2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,,1303
2008,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,,21886
2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,,26977
2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,23661
2008,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,71406
2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,2629
2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,43223
2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,,6871
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,,537
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,,2720
2008,All codes,All deaths,All deaths,Attributable number,,84200
2008,C00-D48,All cancers,All cancers,Attributable number,,37700
2008,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,23500
2008,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,21800
2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,1400
2008,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,23200
2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,1100
2008,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,500
2008,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,4100
2008,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,100
2008,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,1700
2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,800
2008,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,900
2008,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,1600
2008,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,3300
2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,400
2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,1100
2008,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,17300
2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,5000
2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,3300
2008,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,10200
2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,500
2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,3500
2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,4200
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,100
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,1400
2008,All codes,All deaths,All deaths,Number of observed deaths,Male,219448
2008,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Male,133385
2008,C00-D48,All cancers,All cancers,Number of observed deaths,Male,68227
2008,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Male,30516
2008,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Male,74836
2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Male,11228
2008,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Male,16009
2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Male,1042
2008,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Male,541
2008,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Male,4073
2008,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Male,.
2008,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Male,2748
2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Male,1870
2008,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Male,2627
2008,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Male,3168
2008,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Male,4097
2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Male,1176
2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,810
2008,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,11395
2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,10719
2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,9580
2008,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,40231
2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,1107
2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,16589
2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,4093
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,189
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Male,1321
2008,All codes,All deaths,All deaths,Attributable number,Male,50400
2008,C00-D48,All cancers,All cancers,Attributable number,Male,24000
2008,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,12400
2008,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,13300
2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,700
2008,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,14000
2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,800
2008,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,400
2008,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,2900
2008,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2008,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,1300
2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,700
2008,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,700
2008,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,700
2008,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2200
2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,300
2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,700
2008,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,9100
2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,2600
2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1800
2008,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,6600
2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,200
2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,2000
2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,2600
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,100
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,700
2008,All codes,All deaths,All deaths,Number of observed deaths,Female,244867
2008,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,134166
2008,C00-D48,All cancers,All cancers,Number of observed deaths,Female,62558
2008,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,36359
2008,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,81264
2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,12592
2008,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,12198
2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,621
2008,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,133
2008,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2041
2008,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,709
2008,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1434
2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1228
2008,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1577
2008,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3331
2008,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,4756
2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,959
2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,493
2008,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,10491
2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,16258
2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,14081
2008,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,31175
2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1522
2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,26634
2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,2778
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,348
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,1399
2008,All codes,All deaths,All deaths,Attributable number,Female,33900
2008,C00-D48,All cancers,All cancers,Attributable number,Female,13700
2008,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,11000
2008,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,8500
2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,700
2008,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,9100
2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300
2008,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100
2008,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1300
2008,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100
2008,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400
2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100
2008,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200
2008,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,900
2008,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1100
2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100
2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,400
2008,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,8200
2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,2400
2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500
2008,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3500
2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,300
2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500
2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1600
2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,0
2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,700
2007,All codes,All deaths,All deaths,Number of observed deaths,,459291
2007,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,,267180
2007,C00-D48,All cancers,All cancers,Number of observed deaths,,129564
2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,,64255
2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,,157925
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,,23703
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,,27656
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,,1652
2007,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,,597
2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,,5946
2007,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,,701
2007,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,,4123
2007,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,,3017
2007,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,,4233
2007,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,,6381
2007,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,,9378
2007,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,,2091
2007,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,,1287
2007,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,,20881
2007,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,,26244
2007,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,22503
2007,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,74066
2007,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,2612
2007,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,43382
2007,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,,7213
2007,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,,553
2007,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,,2664
2007,All codes,All deaths,All deaths,Attributable number,,82400
2007,C00-D48,All cancers,All cancers,Attributable number,,37000
2007,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,22200
2007,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,21800
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,1300
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,22700
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,1100
2007,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,500
2007,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,4000
2007,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,100
2007,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,1700
2007,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,700
2007,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,900
2007,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,1600
2007,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,3400
2007,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,400
2007,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,1100
2007,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,16500
2007,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,4700
2007,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,3100
2007,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,10300
2007,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,500
2007,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,3400
2007,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,4400
2007,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,100
2007,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,1300
2007,All codes,All deaths,All deaths,Number of observed deaths,Male,217111
2007,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Male,133291
2007,C00-D48,All cancers,All cancers,Number of observed deaths,Male,67429
2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Male,29329
2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Male,75899
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Male,11007
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Male,15800
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Male,1126
2007,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Male,476
